TUBERCULOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - São Paulo
Casos confirmados por Município de notificação e Ano Notificação
Fx Etária: 40-59
Período:2023-2024
"Município de notificação";"2023";"2024";"2025";"Total"
"351570 FERRAZ DE VASCONCELOS";27;41;1;69
"351600 FLORIDA PAULISTA";3;-;1;4
"351610 FLORINIA";9;5;-;14
"351620 FRANCA";32;37;2;71
"351630 FRANCISCO MORATO";32;41;1;74
"351640 FRANCO DA ROCHA";46;50;5;101
"351650 GABRIEL MONTEIRO";-;1;-;1
"351660 GALIA";4;8;-;12
"351670 GARCA";7;10;-;17
"351690 GENERAL SALGADO";1;2;-;3
"351700 GETULINA";4;2;-;6
"351710 GLICERIO";-;1;-;1
"351730 GUAIMBE";1;3;-;4
"351740 GUAIRA";3;5;1;9
"351750 GUAPIACU";8;3;-;11
"351760 GUAPIARA";-;2;-;2
"351770 GUARA";5;6;-;11
"351780 GUARACAI";-;2;-;2
"351790 GUARACI";1;3;-;4
"351810 GUARANTA";2;-;-;2
"351820 GUARARAPES";2;6;-;8
"351830 GUARAREMA";-;1;-;1
"351840 GUARATINGUETA";10;18;-;28
"351850 GUAREI";4;11;-;15
"351860 GUARIBA";-;3;-;3
"351870 GUARUJA";133;140;4;277
"351880 GUARULHOS";206;249;11;466
"351885 GUATAPARA";1;-;-;1
"351905 HOLAMBRA";-;1;-;1
"351907 HORTOLANDIA";22;33;2;57
"351910 IACANGA";1;-;-;1
"351925 IARAS";1;4;-;5
"351930 IBATE";2;2;-;4
"351940 IBIRA";-;3;-;3
"351960 IBITINGA";6;7;-;13
"351970 IBIUNA";6;15;1;22
"351980 ICEM";1;1;-;2
"351990 IEPE";7;1;-;8
"352000 IGARACU DO TIETE";4;5;-;9
"352010 IGARAPAVA";2;5;-;7
"352030 IGUAPE";16;17;-;33
"352040 ILHABELA";5;10;-;15
"352042 ILHA COMPRIDA";2;14;-;16
"352044 ILHA SOLTEIRA";3;3;-;6
"352050 INDAIATUBA";25;26;-;51
"352060 INDIANA";1;-;-;1
"352070 INDIAPORA";2;-;-;2
"352090 IPAUSSU";-;2;-;2
"352100 IPERO";15;13;-;28
"352110 IPEUNA";2;-;-;2
"352120 IPORANGA";1;2;-;3
"352130 IPUA";4;1;-;5
"352140 IRACEMAPOLIS";3;1;-;4
"352150 IRAPUA";-;1;-;1
"352160 IRAPURU";2;3;-;5
"352170 ITABERA";-;2;-;2
"352180 ITAI";12;6;-;18
"352210 ITANHAEM";49;40;3;92
"352215 ITAOCA";-;1;-;1
"352220 ITAPECERICA DA SERRA";34;31;3;68
"352230 ITAPETININGA";28;25;-;53
"352240 ITAPEVA";8;13;-;21
"352250 ITAPEVI";50;44;3;97
"352260 ITAPIRA";9;9;-;18
"352270 ITAPOLIS";10;4;-;14
"352280 ITAPORANGA";2;2;-;4
"352290 ITAPUI";2;-;-;2
"352300 ITAPURA";1;-;-;1
"352310 ITAQUAQUECETUBA";55;56;-;111
"352320 ITARARE";5;4;-;9
"352330 ITARIRI";1;3;-;4
"352340 ITATIBA";7;10;2;19
"352350 ITATINGA";5;2;-;7
"352360 ITIRAPINA";7;5;-;12
"352370 ITIRAPUA";2;-;-;2
"352390 ITU";32;22;-;54
"352400 ITUPEVA";3;6;-;9
"352410 ITUVERAVA";1;1;-;2
"352420 JABORANDI";1;-;-;1
"352430 JABOTICABAL";11;12;1;24
"352440 JACAREI";29;18;1;48
"352450 JACI";-;1;1;2
"352460 JACUPIRANGA";3;2;1;6
"352470 JAGUARIUNA";3;8;-;11
"352480 JALES";1;3;-;4
"352490 JAMBEIRO";-;2;-;2
"352500 JANDIRA";14;11;-;25
"352510 JARDINOPOLIS";10;12;-;22
"352520 JARINU";4;4;-;8
"352530 JAU";13;17;-;30
"352540 JERIQUARA";-;1;-;1
"352570 JOSE BONIFACIO";5;7;-;12
"352590 JUNDIAI";67;47;2;116
"352600 JUNQUEIROPOLIS";6;6;-;12
"352610 JUQUIA";3;8;1;12
"352620 JUQUITIBA";6;7;-;13
"352640 LARANJAL PAULISTA";4;7;-;11
"352650 LAVINIA";11;6;-;17
"352670 LEME";15;17;-;32
"352680 LENCOIS PAULISTA";9;12;-;21
"352690 LIMEIRA";37;37;-;74
"352700 LINDOIA";1;-;-;1
"352710 LINS";10;15;-;25
"352720 LORENA";8;11;-;19
"352730 LOUVEIRA";4;2;-;6
"352740 LUCELIA";4;8;-;12
"352780 LUPERCIO";-;1;-;1
"352800 MACATUBA";-;2;-;2
"352810 MACAUBAL";-;1;-;1
"352820 MACEDONIA";1;-;-;1
"352830 MAGDA";-;1;-;1
"352840 MAIRINQUE";7;15;-;22
"352850 MAIRIPORA";9;9;-;18
"352860 MANDURI";-;2;1;3
"352870 MARABA PAULISTA";1;1;-;2
"352880 MARACAI";1;1;-;2
"352900 MARILIA";27;48;1;76
"352920 MARTINOPOLIS";1;-;-;1
"352930 MATAO";4;4;-;8
"352940 MAUA";67;70;4;141
"352970 MIGUELOPOLIS";2;-;-;2
"352980 MINEIROS DO TIETE";1;-;-;1
"352990 MIRACATU";4;2;-;6
"353010 MIRANDOPOLIS";13;10;1;24
"353020 MIRANTE DO PARANAPANEMA";2;-;-;2
"353030 MIRASSOL";8;6;-;14
"353040 MIRASSOLANDIA";1;-;-;1
"353050 MOCOCA";6;5;-;11
"353060 MOGI DAS CRUZES";69;73;1;143
"353070 MOGI GUACU";16;14;1;31
"353080 MOGI MIRIM";9;8;-;17
"353090 MOMBUCA";1;-;-;1
"353110 MONGAGUA";31;27;-;58
"353130 MONTE ALTO";6;2;1;9
"353140 MONTE APRAZIVEL";1;2;-;3
"353150 MONTE AZUL PAULISTA";4;-;-;4
"353160 MONTE CASTELO";1;1;-;2
"353170 MONTEIRO LOBATO";-;2;-;2
"353180 MONTE MOR";1;7;-;8
"353190 MORRO AGUDO";4;7;-;11
"353200 MORUNGABA";2;2;-;4
"353205 MOTUCA";1;-;-;1
"353215 NANTES";-;1;-;1
"353220 NARANDIBA";-;1;-;1
"353240 NAZARE PAULISTA";1;3;-;4
"353250 NEVES PAULISTA";1;-;-;1
"353260 NHANDEARA";1;3;-;4
"353280 NOVA ALIANCA";2;-;-;2
"353300 NOVA GRANADA";-;1;-;1
"353320 NOVA INDEPENDENCIA";3;3;-;6
"353325 NOVAIS";-;1;-;1
"353330 NOVA LUZITANIA";1;-;-;1
"353340 NOVA ODESSA";7;8;-;15
"353350 NOVO HORIZONTE";3;4;-;7
"353370 OCAUCU";-;3;-;3
"353390 OLIMPIA";5;1;-;6
"353400 ONDA VERDE";1;-;-;1
"353410 ORIENTE";3;-;-;3
"353420 ORINDIUVA";-;1;-;1
"353430 ORLANDIA";3;1;-;4
"353440 OSASCO";103;106;1;210
"353460 OSVALDO CRUZ";2;1;-;3
"353470 OURINHOS";3;16;-;19
"353475 OUROESTE";2;4;-;6
"353480 OURO VERDE";1;-;-;1
"353490 PACAEMBU";8;14;-;22
"353500 PALESTINA";-;1;-;1
"353530 PALMITAL";2;5;-;7
"353540 PANORAMA";5;-;-;5
"353550 PARAGUACU PAULISTA";3;8;-;11
"353560 PARAIBUNA";2;1;-;3
"353580 PARANAPANEMA";1;-;-;1
"353590 PARANAPUA";2;-;-;2
"353600 PARAPUA";-;1;-;1
"353610 PARDINHO";-;1;-;1
"353620 PARIQUERA-ACU";4;9;-;13
"353625 PARISI";1;1;-;2
"353640 PAULICEIA";1;-;1;2
"353650 PAULINIA";15;15;2;32
"353660 PAULO DE FARIA";-;2;-;2
"353670 PEDERNEIRAS";4;3;-;7
"353680 PEDRA BELA";2;1;-;3
"353710 PEDREIRA";5;4;-;9
"353720 PEDRO DE TOLEDO";4;2;-;6
"353730 PENAPOLIS";3;1;-;4
"353740 PEREIRA BARRETO";4;3;-;7
"353750 PEREIRAS";-;1;-;1
"353760 PERUIBE";32;32;1;65
"353780 PIEDADE";1;2;1;4
"353790 PILAR DO SUL";4;4;-;8
"353800 PINDAMONHANGABA";18;17;6;41
"353810 PINDORAMA";1;1;-;2
"353820 PINHALZINHO";-;1;-;1
"353830 PIQUEROBI";-;1;-;1
"353850 PIQUETE";1;1;-;2
"353860 PIRACAIA";1;1;-;2
"353870 PIRACICABA";47;64;-;111
"353880 PIRAJU";2;4;-;6
"353890 PIRAJUI";8;6;-;14
"353900 PIRANGI";1;1;-;2
"353910 PIRAPORA DO BOM JESUS";5;8;-;13
"353920 PIRAPOZINHO";3;2;-;5
"353930 PIRASSUNUNGA";2;8;-;10
"353940 PIRATININGA";1;1;-;2
"353950 PITANGUEIRAS";-;2;-;2
"353960 PLANALTO";-;1;-;1
"353970 PLATINA";1;-;-;1
"353980 POA";21;20;-;41
"354000 POMPEIA";1;2;-;3
"354020 PONTAL";11;6;-;17
"354025 PONTALINDA";1;-;-;1
"354050 PORANGABA";1;1;-;2
"354060 PORTO FELIZ";6;11;-;17
"354070 PORTO FERREIRA";4;6;-;10
"354075 POTIM";8;6;1;15
"354080 POTIRENDABA";-;1;-;1
"354085 PRACINHA";-;1;-;1
"354090 PRADOPOLIS";2;-;-;2
"354100 PRAIA GRANDE";144;155;5;304
"354110 PRESIDENTE ALVES";-;2;-;2
"354120 PRESIDENTE BERNARDES";3;6;-;9
"354130 PRESIDENTE EPITACIO";7;4;-;11
"354140 PRESIDENTE PRUDENTE";32;29;-;61
"354150 PRESIDENTE VENCESLAU";5;4;-;9
"354160 PROMISSAO";4;3;-;7
"354190 QUELUZ";-;1;-;1
"354200 QUINTANA";2;2;-;4
"354210 RAFARD";2;2;-;4
"354220 RANCHARIA";8;4;-;12
"354240 REGENTE FEIJO";3;1;-;4
"354250 REGINOPOLIS";-;2;-;2
"354260 REGISTRO";18;25;-;43
"354280 RIBEIRA";-;3;-;3
"354290 RIBEIRAO BONITO";1;-;1;2
"354300 RIBEIRAO BRANCO";1;1;-;2
"354323 RIBEIRAO DOS INDIOS";1;-;-;1
"354330 RIBEIRAO PIRES";14;14;-;28
"354340 RIBEIRAO PRETO";99;129;12;240
"354350 RIVERSUL";-;5;1;6
"354370 RINCAO";1;-;-;1
"354380 RINOPOLIS";2;-;-;2
"354390 RIO CLARO";20;29;1;50
"354400 RIO DAS PEDRAS";3;4;-;7
"354410 RIO GRANDE DA SERRA";4;4;-;8
"354420 RIOLANDIA";1;4;-;5
"354425 ROSANA";3;1;-;4
"354430 ROSEIRA";1;-;-;1
"354470 SAGRES";2;-;-;2
"354490 SALES OLIVEIRA";2;-;-;2
"354500 SALESOPOLIS";1;2;-;3
"354510 SALMOURAO";-;1;-;1
"354515 SALTINHO";1;-;-;1
"354520 SALTO";17;23;1;41
"354530 SALTO DE PIRAPORA";7;2;-;9
"354540 SALTO GRANDE";3;4;-;7
"354560 SANTA ADELIA";2;1;-;3
"354570 SANTA ALBERTINA";1;-;-;1
"354580 SANTA BARBARA D'OESTE";19;7;-;26
"354600 SANTA BRANCA";-;3;-;3
"354610 SANTA CLARA D'OESTE";-;1;-;1
"354630 SANTA CRUZ DAS PALMEIRAS";2;5;-;7
"354640 SANTA CRUZ DO RIO PARDO";6;12;1;19
"354650 SANTA ERNESTINA";1;1;-;2
"354660 SANTA FE DO SUL";3;4;-;7
"354670 SANTA GERTRUDES";1;2;1;4
"354680 SANTA ISABEL";8;10;-;18
"354690 SANTA LUCIA";1;-;-;1
"354700 SANTA MARIA DA SERRA";1;-;-;1
"354730 SANTANA DE PARNAIBA";12;19;1;32
"354740 SANTA RITA D'OESTE";1;-;-;1
"354750 SANTA RITA DO PASSA QUATRO";2;1;-;3
"354760 SANTA ROSA DE VITERBO";3;2;-;5
"354765 SANTA SALETE";-;1;-;1
"354770 SANTO ANASTACIO";2;-;-;2
"354780 SANTO ANDRE";94;95;2;191
"354790 SANTO ANTONIO DA ALEGRIA";-;1;-;1
"354800 SANTO ANTONIO DE POSSE";3;2;-;5
"354805 SANTO ANTONIO DO ARACANGUA";-;2;-;2
"354810 SANTO ANTONIO DO JARDIM";2;-;-;2
"354830 SANTO EXPEDITO";1;-;-;1
"354850 SANTOS";138;187;4;329
"354860 SAO BENTO DO SAPUCAI";2;-;-;2
"354870 SAO BERNARDO DO CAMPO";89;114;3;206
"354880 SAO CAETANO DO SUL";9;7;1;17
"354890 SAO CARLOS";17;25;1;43
"354910 SAO JOAO DA BOA VISTA";10;12;-;22
"354940 SAO JOAQUIM DA BARRA";1;5;-;6
"354970 SAO JOSE DO RIO PARDO";4;3;-;7
"354980 SAO JOSE DO RIO PRETO";70;68;7;145
"354990 SAO JOSE DOS CAMPOS";62;67;4;133
"354995 SAO LOURENCO DA SERRA";2;6;1;9
"355000 SAO LUIS DO PARAITINGA";1;3;-;4
"355010 SAO MANUEL";4;4;-;8
"355020 SAO MIGUEL ARCANJO";5;3;-;8
"355030 SAO PAULO";2935;3291;191;6417
"355040 SAO PEDRO";7;3;-;10
"355050 SAO PEDRO DO TURVO";1;2;-;3
"355060 SAO ROQUE";4;8;-;12
"355070 SAO SEBASTIAO";19;44;1;64
"355080 SAO SEBASTIAO DA GRAMA";-;3;-;3
"355090 SAO SIMAO";1;-;-;1
"355100 SAO VICENTE";171;151;3;325
"355110 SARAPUI";1;2;-;3
"355120 SARUTAIA";1;2;-;3
"355140 SERRA AZUL";9;8;-;17
"355150 SERRANA";5;8;-;13
"355160 SERRA NEGRA";-;1;-;1
"355170 SERTAOZINHO";11;11;-;22
"355180 SETE BARRAS";-;3;-;3
"355190 SEVERINIA";1;1;-;2
"355200 SILVEIRAS";1;-;-;1
"355210 SOCORRO";7;-;-;7
"355220 SOROCABA";116;136;2;254
"355230 SUD MENNUCCI";1;-;-;1
"355240 SUMARE";25;34;-;59
"355250 SUZANO";40;56;1;97
"355255 SUZANAPOLIS";-;1;-;1
"355260 TABAPUA";-;1;-;1
"355270 TABATINGA";-;1;-;1
"355280 TABOAO DA SERRA";46;51;2;99
"355290 TACIBA";1;3;-;4
"355320 TAIUVA";2;2;-;4
"355330 TAMBAU";2;-;-;2
"355340 TANABI";4;-;-;4
"355350 TAPIRAI";-;1;-;1
"355360 TAPIRATIBA";1;-;-;1
"355370 TAQUARITINGA";11;3;-;14
"355380 TAQUARITUBA";4;6;-;10
"355390 TARABAI";2;1;-;3
"355395 TARUMA";1;2;-;3
"355400 TATUI";12;18;2;32
"355410 TAUBATE";44;54;4;102
"355420 TEJUPA";1;-;-;1
"355430 TEODORO SAMPAIO";3;-;-;3
"355450 TIETE";3;2;-;5
"355460 TIMBURI";-;2;-;2
"355470 TORRINHA";-;1;-;1
"355480 TREMEMBE";28;26;1;55
"355500 TUPA";4;8;-;12
"355510 TUPI PAULISTA";15;10;1;26
"355540 UBATUBA";34;32;-;66
"355550 UBIRAJARA";1;-;-;1
"355560 UCHOA";2;1;-;3
"355590 URU";1;-;-;1
"355610 VALENTIM GENTIL";1;1;-;2
"355620 VALINHOS";6;9;-;15
"355630 VALPARAISO";9;9;-;18
"355635 VARGEM";1;1;-;2
"355640 VARGEM GRANDE DO SUL";2;3;-;5
"355645 VARGEM GRANDE PAULISTA";6;13;1;20
"355650 VARZEA PAULISTA";13;10;-;23
"355660 VERA CRUZ";-;1;-;1
"355670 VINHEDO";8;13;1;22
"355680 VIRADOURO";2;1;-;3
"355695 VITORIA BRASIL";1;-;-;1
"355700 VOTORANTIM";22;23;2;47
"355710 VOTUPORANGA";8;7;1;16
"355715 ZACARIAS";-;1;-;1
"355720 CHAVANTES";1;1;-;2
"355730 ESTIVA GERBI";-;2;-;2
"Total";7807;8744;381;16932
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net 
 Notas:
 
 Excluídos os registros encerrados com mudança de diagnóstico.
 Períodos disponíveis - Correspondem aos anos de diagnóstico dos casos (até 2024).
 Para tabular dados epidemiológicos de um determinado ano selecione na linha a variável de interesse,
		e todos os posteriores até o ano atual (para incluir casos notificados com atraso) e em "Seleções Disponíveis"
		assinale os anos do diagnóstico: - Ex. para tabular o nº de casos diagnosticados em 2007 segundo UF de residência
		selecione: na linha a "UF de residência" na Coluna a variável "Ano do diagnóstico" em Períodos disponíveis 2007
		até o ano atual em Seleções o "Ano do diagnóstico" de 2007.
 Para cálculo da incidência selecione o local de residência e as seguintes categorias da variável "Tipo de entrada":
		caso novo, não sabe e pós óbito.
 A variável "Beneficiário de programa de transferência de renda do governo" não contém dados do Estado de São Paulo (SP).
		Quanto a variável "Terapia antirretroviral durante o tratamento da TB", os dados do estado de SP foram inseridos
		a partir do segundo semestre de 2016.
 Não é possível calcular indicadores relacionados aos contatos de tuberculose.
 Em 2014, foram incluídas as seguintes variáveis no Sinan Net (Tuberculose): populações especiais (população privada de
		liberdade, população em situação de rua, profissional de saúde e imigrante), doenças e agravos associados (uso de drogas
		ilícitas e tabagismo), beneficiário de programa de transferência de renda do governo, terapia antirretroviral durante o
		tratamento para a TB, teste molecular rápido TB (TRM-TB) e teste de sensibilidade; as categorias: pós-óbito na variável
		tipo de entrada; e as categorias: mudança de esquema, falência e abandono primário na variável situação de encerramento.
		Por conta disso, não há informações para essas variáveis em anos anteriores.
 A variável "institucionalizado" foi descontinuada em 2015. Portanto, para análise referente à população privada de
		liberdade após esse período, utilizar a variável "PPL" (população privada de liberdade).
 Para informações detalhadas sobre o Sinan – Tuberculose e sobre as análises de indicadores epidemiológicos e operacionais
		da tuberculose, acessar o link: http://portalsinan.saude.gov.br/tuberculose
 Em caso de dúvidas, encaminhar e-mail para: tuberculose@saude.gov.br
 Dados de 2001 a 2019 estão finalizados.
 Dados de 2019 passaram por correção em setembro/2025.
 Dados de 2020 a 2024 atualizados em setembro/2025, sujeitos à revisão.
 Dados a partir de 2020 referentes ao estado do Espírito Santo são oriundos do Sistema de Informação e-SUS VS, em uso pelo
		estado desde janeiro de 2020.
 Dados referentes ao estado de São Paulo são oriundos do Sistema de Controle de Pacientes com Tuberculose TBWEB.
 Dados disponibilizados no TABNET em 10/2025, após homologação da Coordenação Geral de Vigilância da Tuberculose, Micoses
		Endêmicas e Micobactérias não Tuberculosas /CGTM/SVSA
 
